边 : 字 0.0515842404875 | 亲 0.055637030726 | 景 0.0575127583749 | 藏 0.0644112399972 | 边 0.0670720854676 | 判 0.0725851002573 | 苏 0.0743319970543 | 类 0.083212326147 | 树 0.0836415024504 | 绍 0.0860969135025 | 责 0.0913204381213 | 房 0.0929445356894 | 止 0.0965946518374 | 号 0.0966205213141 | 河 0.0972956113869 | 客 0.100862778948 | 写 0.10341207245 | 富 0.104807801633 | 菜 0.1126050172 | 约 0.11773830607 | 油 0.119073481935 | 售 0.122507067308 | 谈 0.123112576746 | 星 0.123387996256 | 索 0.124932057801 | 票 0.130813333366 | 则 0.133311601222 | 密 0.136725437529 | 试 0.141150033163 | 图 0.142049105932 | 血 0.144696162959 | 洋 0.145617971408 | 幕 0.14614137784 | 湾 0.148654214363 | 师 0.149547177237 | 语 0.150047057961 | 型 0.152005289201 | 障 0.152070008605 | 税 0.156380433255 | 城 0.156533978373 | 土 0.156636304059 | 疗 0.158873260606 | 留 0.163524342151 | 功 0.165767977113 | 彩 0.167497898439 | 迹 0.169977057864 | 身 0.176833111934 | 卖 0.178050357426 | 空 0.178501559541 | 获 0.180164097807 | 
肝 : 肝 0.0132061508089 | 凶 0.0143199525878 | 擦 0.015520263605 | 辐 0.0158237076681 | 挫 0.0167299635279 | 荆 0.0174566621447 | 愤 0.0179520736668 | 巾 0.0182338028555 | 拘 0.0186316611553 | 鹤 0.0188394170118 | 愁 0.0189673557872 | 谦 0.0190346962804 | 抄 0.0192704542006 | 砍 0.0192894515084 | 灿 0.0196080014083 | 嫁 0.0206546235322 | 肆 0.0207101830425 | 斑 0.0210127648272 | 磁 0.0210292355795 | 坑 0.021039266587 | 沪 0.0219664512122 | 忌 0.022123182462 | 冶 0.0227188411852 | 雾 0.0228563242636 | 衔 0.0233102308236 | 饥 0.0235590270238 | 茫 0.0239083425475 | 仔 0.024475556254 | 薪 0.0252449710275 | 殿 0.0257359848116 | 缅 0.0258249537909 | 帷 0.0261405225885 | 淹 0.0268998152683 | 幻 0.0272727279058 | 瞻 0.0276013474226 | 蜂 0.0278008785225 | 钓 0.0281670215636 | 浸 0.0283062613321 | 滔 0.0284755867526 | 抒 0.0285324120155 | 畏 0.0286480132129 | 崭 0.0286516761434 | 卜 0.02909384793 | 蕴 0.0291643347755 | 募 0.0293334245985 | 昭 0.0295038622283 | 芝 0.029548867879 | 谱 0.0299676209964 | 眉 0.0299985925184 | 缉 0.0301380317118 | 

脲 : 骡 0.0386416610249 | 勰 0.0387800581185 | 珈 0.0388677391291 | 朐 0.0389965525528 | 崮 0.0390424764209 | 邈 0.0390747469522 | 氦 0.0391680043808 | 糌 0.0391732984894 | 浣 0.0392862081567 | 纰 0.039310268539 | 腓 0.0393195710668 | 湄 0.0393233194258 | 谕 0.0393596850184 | 蕤 0.039377264442 | 麾 0.0394255133348 | 垭 0.0394617504839 | 狈 0.0395248161956 | 憷 0.0395987546667 | 靓 0.0396105311457 | 鲲 0.0396165221749 | 洇 0.0396352480911 | 竺 0.0396570417316 | 馏 0.0396972078115 | 蠕 0.0397144551244 | 奂 0.0397178225419 | 鄄 0.0397488371497 | 嗷 0.039783862224 | 亳 0.0397858287111 | 踹 0.0398649961613 | 晟 0.0398714444649 | 祜 0.0398753864219 | 砟 0.0398822657618 | 葳 0.0398902926967 | 菪 0.0399146497584 | 筠 0.0399888753668 | 碉 0.040002148323 | 嘤 0.0400189849924 | 荥 0.040024013608 | 苕 0.0400841885204 | 祢 0.0400968727838 | 佯 0.0401071484002 | 蓦 0.0401704613596 | 醚 0.0402403309934 | 诏 0.0402819162049 | 藁 0.0402954098484 | 仟 0.0404497289409 | 翊 0.0404957739215 | 痞 0.0405519624547 | 唆 0.0405749672868 | 矾 0.0406274518513 | 

佳 : 触 0.0266962013494 | 估 0.0300708598292 | 迷 0.0302556601938 | 净 0.0312889533342 | 痛 0.031314884876 | 卷 0.0334266992892 | 塑 0.0343856770685 | 醒 0.0367580198376 | 屋 0.0367613285528 | 迈 0.0374295417103 | 轨 0.0383805617127 | 贴 0.0402295948538 | 楚 0.0409227217527 | 弃 0.0415954454785 | 佳 0.0416128386277 | 聘 0.0427194471893 | 赠 0.0430543089601 | 词 0.0435768401763 | 闲 0.0436470685786 | 润 0.0437946692496 | 朴 0.0443051785715 | 默 0.04590566453 | 弟 0.0461043493544 | 忧 0.0485729276825 | 饱 0.0488374235771 | 抱 0.0488667582479 | 跃 0.0491817425842 | 腾 0.0494617181497 | 汤 0.049749918181 | 淡 0.049760638978 | 珠 0.0503908457439 | 扣 0.0505121806613 | 诸 0.0518832317153 | 篮 0.0519855773424 | 缩 0.0530981976846 | 洞 0.053199307622 | 弹 0.0554873032226 | 哲 0.0561900828307 | 暖 0.0564726093851 | 返 0.0580808591555 | 宽 0.0585209118719 | 妈 0.05889309092 | 巧 0.0597907549278 | 症 0.0600646225147 | 码 0.0605846725514 | 姐 0.0614429609114 | 凭 0.0624785431636 | 伸 0.0631672951311 | 偿 0.0632071552417 | 尾 0.0639218022906 | 

抵 : 奔 0.0154545721675 | 跟 0.0198520172353 | 微 0.021166832339 | 摆 0.0213017086647 | 软 0.0227694904308 | 宽 0.0256490747034 | 穿 0.0256610467583 | 勤 0.0274944890459 | 浓 0.028017283122 | 零 0.0287845894641 | 混 0.0295314841375 | 硬 0.0301288713516 | 贝 0.03039608548 | 戏 0.0307563561666 | 杰 0.0320591502215 | 邮 0.0352759077334 | 坐 0.0352979140175 | 俱 0.0359685153753 | 冬 0.0376317850267 | 墨 0.0385625339584 | 扣 0.0403017397489 | 翻 0.0405394336985 | 畜 0.0414659542519 | 凭 0.0423851935228 | 寄 0.0429261550432 | 诸 0.0445898517945 | 灵 0.0462331073503 | 圣 0.0469814557719 | 朋 0.0479078902475 | 揭 0.0482552631485 | 塑 0.0498049276859 | 赴 0.0503004495733 | 净 0.0515311394737 | 汤 0.0525751456307 | 曼 0.0529118428491 | 茶 0.0534624145302 | 庄 0.0552411859472 | 宗 0.056930465266 | 恢 0.0610150741526 | 薄 0.0610313744123 | 幸 0.0615370024211 | 拥 0.0627179866118 | 哲 0.0664162804499 | 抵 0.0667585911779 | 迈 0.0705527101421 | 避 0.0707464925866 | 迷 0.0716801367714 | 皮 0.0736697448928 | 雕 0.074616390426 | 姐 0.0749953973374 | 

虞 : 捎 0.0793413871191 | 祠 0.0794918734573 | 弓 0.0794999272106 | 翘 0.0795012298546 | 坍 0.0798620840664 | 侄 0.0800823402683 | 祁 0.0803181278271 | 刨 0.0803405137669 | 矫 0.0804044024846 | 逗 0.0804139469872 | 辗 0.0805097815951 | 刁 0.0805643233181 | 梳 0.0805799048132 | 宠 0.0809492082658 | 漩 0.0809690399385 | 跤 0.0810643894847 | 掷 0.0810980805272 | 邃 0.0812201971307 | 氯 0.0812703616945 | 馒 0.0812800749851 | 锄 0.0813157879873 | 撬 0.0813864064007 | 侮 0.081430825589 | 诠 0.0815010527644 | 揪 0.0815458753073 | 臃 0.0816616714505 | 庵 0.0818913047807 | 髦 0.0819472319469 | 酱 0.0819582507193 | 疤 0.0819637526828 | 孵 0.0819735198014 | 匡 0.0821919474339 | 珀 0.0822509668627 | 坯 0.0822674612482 | 穹 0.0822765246035 | 皱 0.0823056490322 | 仕 0.082317606514 | 猿 0.0825309150311 | 蠢 0.0825503402655 | 虔 0.0825597789822 | 虞 0.0827643386034 | 椰 0.0827645183076 | 倚 0.0828561267106 | 痰 0.0831746577124 | 岔 0.08322989715 | 贱 0.0832580491814 | 摒 0.0833133797237 | 溅 0.0836873076467 | 榨 0.0837366150646 | 恤 0.0840166791968 | 

阵 : 坐 0.0381048366141 | 跟 0.0408024042562 | 戏 0.0412029297485 | 奔 0.0431110345271 | 浓 0.0435098408493 | 摆 0.0437442715734 | 穿 0.0455869167604 | 硬 0.0458107727437 | 诸 0.0460810817744 | 墨 0.0478492694565 | 软 0.0483548478987 | 混 0.0486829745949 | 塑 0.0490852509464 | 哲 0.0497488911056 | 茶 0.0503049880484 | 零 0.0516275454733 | 凭 0.0516509121506 | 寄 0.0517797792867 | 朋 0.0523361860403 | 扣 0.0527378209429 | 净 0.0528714501651 | 汤 0.0532048023877 | 畜 0.0550848812118 | 宽 0.055457390734 | 俱 0.0555050167489 | 贝 0.0555775004094 | 勤 0.0572272592533 | 杰 0.0590885579449 | 圣 0.0597808600413 | 邮 0.0602912030678 | 微 0.0606643812998 | 迈 0.0608184710488 | 雕 0.0609565823706 | 灵 0.0619721264129 | 幸 0.0627421407138 | 乃 0.0637680293347 | 淡 0.0670166126862 | 冬 0.0691481647936 | 揭 0.0708249656779 | 横 0.0716687818404 | 姐 0.0722448255804 | 迷 0.072279182399 | 皮 0.0757949141889 | 曼 0.0775739783266 | 柏 0.0776094455952 | 轨 0.0780509607678 | 闲 0.0788155283969 | 赴 0.0788635554429 | 薄 0.0796006800816 | 庄 0.0816921401477 | 

觅 : 颤 0.0413141725579 | 碟 0.0419730907161 | 懒 0.0422453060384 | 耸 0.0428142626014 | 凿 0.0430124525121 | 佑 0.0439138178415 | 侃 0.0439410991247 | 瞒 0.0442243910629 | 吵 0.0442976530328 | 仑 0.0443500096754 | 瑟 0.0444593138229 | 氨 0.0452530200628 | 琢 0.0452820611957 | 淌 0.0454243314674 | 鸦 0.0455550466723 | 麓 0.0456104324713 | 噪 0.0457284188499 | 羞 0.0462398342635 | 泵 0.0462950858284 | 毯 0.046336503352 | 扯 0.0464482208701 | 焉 0.0464964093608 | 呐 0.0465358978827 | 栖 0.0466293301612 | 潇 0.0466509851237 | 吓 0.0467026500063 | 捏 0.0468576586732 | 哗 0.0468646718499 | 肾 0.0468824712906 | 侠 0.0471306694104 | 熬 0.0471604208501 | 剔 0.0473406186108 | 拣 0.0477725728939 | 涡 0.0477993296075 | 绥 0.0484398637333 | 凳 0.0485179091534 | 牟 0.0485531978105 | 浊 0.048593407399 | 溶 0.0489567607817 | 敷 0.0494949145637 | 诀 0.0495612450064 | 绚 0.0496120595466 | 厌 0.0497535033996 | 茵 0.0500565709567 | 峙 0.0501189903934 | 瞄 0.0501586152247 | 苑 0.0503195018352 | 盏 0.0504914833068 | 抖 0.0505381405478 | 凛 0.0506413818677 | 

铢 : 倚 0.0369495299298 | 沁 0.0373199943741 | 窘 0.0374090882149 | 榨 0.0374493466739 | 溅 0.037549635528 | 贻 0.0377131561089 | 琐 0.0377681307766 | 髦 0.0377744632852 | 孵 0.0377747485104 | 刨 0.037784368467 | 梧 0.037839515504 | 穹 0.0380051551525 | 馒 0.0380728988096 | 撬 0.0380758964951 | 虞 0.0380907033388 | 侄 0.0381627644957 | 掺 0.0381668035109 | 跤 0.0382682808803 | 哇 0.0382786000691 | 贼 0.0384179172641 | 颐 0.0385533536157 | 辗 0.0386544168564 | 氯 0.0386609311455 | 玫 0.0387414173589 | 椰 0.0387832162498 | 糟 0.0387976638431 | 榻 0.0388657873041 | 掷 0.0388949777881 | 钮 0.0389956072423 | 瓣 0.0392108871598 | 锚 0.0392523923767 | 恤 0.0392555326227 | 揪 0.0393984998912 | 锄 0.0394240592159 | 炕 0.0397698042841 | 坞 0.0398226336102 | 酱 0.0398885181541 | 宠 0.0399987854065 | 刁 0.0401162481219 | 亢 0.0403193329826 | 翘 0.040348467052 | 姨 0.0405072378424 | 弓 0.0405093285833 | 崎 0.0405305901823 | 佣 0.040613716566 | 疤 0.0406770067943 | 腕 0.0406789336039 | 潢 0.0407786606459 | 惶 0.040789076329 | 捎 0.0408747992035 | 

吭 : 碉 0.0270020373352 | 胱 0.0270332513129 | 鲲 0.0270741330975 | 矾 0.0271721265562 | 仟 0.0272098432367 | 糌 0.0272301550981 | 谕 0.027240456132 | 裆 0.0273512843485 | 葳 0.027431233411 | 氦 0.0274972730434 | 罂 0.0275877813987 | 醚 0.0276396200757 | 崮 0.0276618190649 | 咣 0.0278303016358 | 姹 0.0278564389563 | 辊 0.027901286605 | 朐 0.027940212273 | 唏 0.0279413582575 | 旖 0.0280953902645 | 洇 0.0281489689763 | 骡 0.0281622259783 | 藁 0.0281639795266 | 蓦 0.0282398375766 | 荥 0.0282487192713 | 俾 0.0283175853954 | 瘸 0.0283345567393 | 颍 0.0283876176006 | 酚 0.0284290589089 | 昱 0.0284460979799 | 嘤 0.0284972916225 | 亳 0.0285256376191 | 唉 0.0285618729631 | 狈 0.0285960683698 | 闾 0.0286096253238 | 蠕 0.0286333242182 | 汴 0.0286735013981 | 靓 0.0287284693342 | 勰 0.0287798121524 | 憷 0.0288288823669 | 蕤 0.0290133491397 | 浣 0.0290263567565 | 珈 0.0290373734298 | 纰 0.029043799217 | 湄 0.0290493520375 | 妓 0.0291123171311 | 桉 0.0291855115054 | 晟 0.0291965869622 | 踉 0.029242033552 | 噌 0.0292465475405 | 邈 0.0292726434549 | 

霞 : 瓜 0.0183815525133 | 叹 0.0248862031981 | 旋 0.0269111047026 | 扰 0.0289706114468 | 圈 0.0307368348011 | 溪 0.032714937613 | 徒 0.0341125304072 | 拟 0.0396698540872 | 霞 0.0401937020722 | 欠 0.0428805524731 | 池 0.0430989581944 | 饰 0.0432150701675 | 腾 0.0461732236035 | 尾 0.0462341269431 | 耗 0.0476256160998 | 暗 0.0507728338553 | 洞 0.0513555776527 | 毅 0.0544388620271 | 梯 0.0550169621884 | 磨 0.0550812373111 | 桌 0.0550879919279 | 铺 0.0559308810446 | 赠 0.0561481550712 | 凤 0.0573684377303 | 踪 0.0577939912378 | 饱 0.058179190071 | 朴 0.0595348936906 | 隔 0.0597541021776 | 稻 0.0611091664199 | 娜 0.0617620366564 | 珠 0.0625594357147 | 伸 0.0635080853128 | 巧 0.0650990928547 | 慨 0.0651144570341 | 萄 0.0658193382523 | 逢 0.066032525822 | 码 0.0684233005637 | 楚 0.0687878048741 | 霍 0.0698890544081 | 泊 0.0703396421414 | 炎 0.070994026648 | 盼 0.0715487533928 | 蒂 0.0719903376155 | 衷 0.072491937683 | 贴 0.0725826515535 | 刷 0.0731620452759 | 皇 0.0734541950033 | 稀 0.0740253676754 | 歧 0.0745008719227 | 恒 0.0748859444955 | 

填 : 闯 0.0092262771962 | 弄 0.0103316148985 | 柳 0.0122707286478 | 钻 0.0123564147054 | 磨 0.0132345250414 | 纵 0.0137671616551 | 稀 0.0142405790489 | 粗 0.0142546380885 | 癌 0.0150354559523 | 盗 0.0159518366709 | 芬 0.0163241599034 | 暗 0.0163889656342 | 辅 0.0164686303286 | 霍 0.0175487024857 | 填 0.0179112880601 | 屈 0.0184409734778 | 隔 0.0185308257021 | 孤 0.0186946150265 | 稻 0.0187342485746 | 抛 0.0191694592991 | 柏 0.0196463751671 | 狂 0.021445524503 | 墓 0.0221805607758 | 描 0.0223187862181 | 糖 0.0232552743444 | 恒 0.0235954792224 | 羽 0.0263696589075 | 攀 0.0264379968198 | 屏 0.0266606952652 | 赋 0.0273522163209 | 桌 0.0277906732943 | 灌 0.0286180895209 | 漏 0.0286359706686 | 懂 0.028705185287 | 宪 0.0288349134538 | 飘 0.0300920471897 | 详 0.0301714809437 | 扭 0.030584199524 | 肩 0.0309691706922 | 巧 0.0326965831097 | 纲 0.0330540383094 | 横 0.0333197743588 | 尾 0.0333407930454 | 铺 0.0334869530045 | 悠 0.0344677550713 | 霞 0.0350361897433 | 饲 0.0370435888729 | 欲 0.0373598954638 | 洞 0.0390864419704 | 皇 0.0393014018104 | 

飘 : 盗 0.0034700656818 | 弄 0.00406333252169 | 钻 0.00412930560434 | 柳 0.00441758303336 | 闯 0.00459822430063 | 磨 0.00466766675588 | 铺 0.00520265399568 | 芬 0.00591229123758 | 柏 0.00610644034234 | 霍 0.00663104012379 | 横 0.00680154516414 | 飘 0.00688423025916 | 稻 0.00725188846309 | 欲 0.00812649615018 | 墓 0.00821528194889 | 淡 0.00846035341445 | 抱 0.00854577891033 | 糖 0.00867338901258 | 漏 0.00934087896438 | 癌 0.00943096370307 | 雕 0.00946407235715 | 码 0.00995890267439 | 粗 0.0099781291878 | 抛 0.0100522807564 | 暗 0.0102699553675 | 旁 0.0103375454615 | 稀 0.0103679828295 | 孤 0.0106222325984 | 洞 0.010712713572 | 隔 0.0108154327035 | 袭 0.0112168545631 | 尾 0.0115658493889 | 狂 0.0124047626884 | 桌 0.0125728695876 | 灌 0.0126986373166 | 炎 0.0132705841175 | 腾 0.0137155633272 | 巧 0.0139133274923 | 霞 0.0140759267236 | 纵 0.0143687942903 | 屏 0.0146012527015 | 辅 0.0158681646985 | 宪 0.0160236021138 | 描 0.0161839680187 | 填 0.0164617833409 | 陪 0.0164700657071 | 珠 0.0165907025815 | 羽 0.0169152138346 | 池 0.0175164174737 | 姐 0.0178902632545 | 

仨 : 虱 0.0242288923245 | 谪 0.0242514090718 | 镳 0.0243693445873 | 铳 0.0244373427945 | 霈 0.0244779569462 | 抿 0.0245081408542 | 暌 0.0245090644767 | 蹩 0.0245993455166 | 蚤 0.0246328858126 | 诒 0.0246435111469 | 焖 0.0246652006666 | 缛 0.0246721553539 | 蝠 0.0246737623382 | 龉 0.0246834536272 | 璎 0.0247050652025 | 樨 0.0247056726509 | 嗲 0.0247871797599 | 罘 0.0248206475809 | 旮 0.0248209050554 | 塍 0.0248347465928 | 敕 0.0248498029246 | 昀 0.0248879399216 | 龊 0.0248889549424 | 蜃 0.0249266917667 | 恽 0.0249478187284 | 骰 0.0249616367027 | 砷 0.0249986544337 | 鹳 0.0250295298634 | 屐 0.0250379348068 | 蘖 0.0250454539078 | 枥 0.0250458708659 | 喑 0.0250583194488 | 瓤 0.0250742663484 | 颌 0.0250998362911 | 鄯 0.0251086645237 | 旌 0.0251137400035 | 鳝 0.025160293055 | 腱 0.0251609404915 | 仝 0.0251719555104 | 洵 0.0251770703082 | 琰 0.0251775007088 | 衩 0.0251877693802 | 渌 0.0252034824374 | 舢 0.0252144718259 | 碚 0.025221163412 | 滢 0.0252327091005 | 耷 0.0252823478307 | 讣 0.0253038820484 | 蟥 0.025321115628 | 嗤 0.0253384713483 | 

欲 : 芬 0.00667399898429 | 钻 0.00753049372956 | 磨 0.00782956097866 | 柳 0.00793112858779 | 稀 0.00806784313892 | 稻 0.00834313520185 | 漏 0.00838338108236 | 闯 0.00903302930282 | 盗 0.0090475074601 | 糖 0.00918558885419 | 癌 0.00923906649143 | 弄 0.00993975772901 | 飘 0.0102548461381 | 隔 0.0104970324913 | 墓 0.0107168083078 | 欲 0.0111398706586 | 尾 0.0116498310544 | 暗 0.0118310136981 | 粗 0.012637753941 | 铺 0.0127199928675 | 霍 0.0127545822159 | 炎 0.0127791381052 | 桌 0.0130798073627 | 霞 0.0137169204012 | 码 0.0143955637945 | 抛 0.0151144509566 | 柴 0.0153005154891 | 屏 0.0161235580234 | 袭 0.0164815443225 | 狂 0.0167342872034 | 玛 0.0179708485179 | 伸 0.0180153141719 | 纵 0.0181597930347 | 屈 0.0183208902532 | 辅 0.018802391848 | 抱 0.0190003449302 | 柏 0.0196949242885 | 娜 0.0197027187302 | 洞 0.0200912077789 | 横 0.0202320451265 | 灌 0.0205890229947 | 赋 0.0206013135219 | 恒 0.0206667097336 | 腾 0.0208876481601 | 饲 0.0209187612398 | 梯 0.0210737594442 | 欠 0.0216229037351 | 蒂 0.0223693504557 | 插 0.0225201985621 | 旁 0.0229638677727 | 

酿 : 孕 0.0151807413319 | 烦 0.0170872236516 | 菌 0.0177215802144 | 卜 0.0178654893949 | 仗 0.0183962257277 | 冈 0.0213514462735 | 衔 0.0239962218076 | 募 0.0241074433777 | 勋 0.0241193394141 | 酿 0.025582829909 | 颂 0.0260362792172 | 彦 0.0265980384064 | 冻 0.0267751197147 | 坑 0.0271695651858 | 垂 0.0272117127862 | 洽 0.0275609435516 | 柔 0.0280898354489 | 亭 0.0292774376827 | 虹 0.0297463091089 | 仙 0.0314709509843 | 殿 0.0317245365634 | 茫 0.032415371324 | 缆 0.032659101951 | 绳 0.0336809896175 | 磁 0.0343856560418 | 侦 0.0349118293198 | 幻 0.0351330830255 | 愧 0.0352843509097 | 爸 0.0352905241236 | 蕴 0.035847619395 | 椅 0.0368173237486 | 恋 0.0368510498067 | 艇 0.03728774608 | 挣 0.0375999873409 | 泊 0.0382764587328 | 嫁 0.0382991596571 | 惨 0.0388554164141 | 锡 0.0389194691869 | 稽 0.0391190173256 | 聪 0.0391572186504 | 薪 0.0393338378184 | 擦 0.0401808751327 | 雾 0.0402500900744 | 谱 0.0403570417617 | 纱 0.0409471162324 | 翰 0.0415226694822 | 罐 0.042315295038 | 菊 0.0430185682363 | 忌 0.0430954204488 | 醉 0.0450211180535 | 

诨 : 憷 0.0330110505111 | 勰 0.0331211952571 | 馏 0.0334575930473 | 噌 0.0336167931772 | 隍 0.0336666142921 | 苕 0.0336725040928 | 蠕 0.0337421019897 | 祜 0.033748798289 | 鲇 0.0337555883088 | 珈 0.0337672693139 | 奂 0.0338042620039 | 竺 0.0338686178161 | 砟 0.0338838463841 | 娲 0.033899139719 | 杲 0.0339023164005 | 诏 0.0339318850676 | 睢 0.0339415643294 | 嗷 0.0339768507599 | 湄 0.034075388295 | 邈 0.0341127657497 | 鄄 0.0341243986924 | 祢 0.0341262615566 | 唆 0.0341275828089 | 纰 0.0341278705364 | 缳 0.0341314078592 | 筠 0.0341589154468 | 靓 0.0341661074415 | 麾 0.0341973406859 | 诘 0.0342101495063 | 勐 0.0342230667557 | 浣 0.0342630160884 | 磬 0.0342651520005 | 晟 0.0343152719796 | 骡 0.034320165617 | 泔 0.0343208414055 | 藁 0.0343293997628 | 碣 0.0343744553908 | 佯 0.0343787415245 | 痞 0.0343789898134 | 懑 0.0344110845244 | 踉 0.0344657214768 | 碉 0.0344719634805 | 蓿 0.0344852928967 | 垭 0.0345196725888 | 翊 0.03455822331 | 碓 0.0345583717757 | 傈 0.0345701970153 | 慵 0.0345989544169 | 酩 0.034625842346 | 糌 0.0346265868967 | 

酶 : 吭 0.0774508142135 | 遒 0.0776344347558 | 羌 0.0777471641536 | 淆 0.0780520390445 | 惭 0.078260966605 | 捺 0.0782782387847 | 娣 0.0782869179675 | 橘 0.0786537387132 | 瑕 0.0787539761861 | 亘 0.0788827421266 | 掂 0.078963366937 | 啪 0.0791495629141 | 偎 0.0793573943628 | 藜 0.0795403943387 | 眩 0.0796997683554 | 篝 0.0797061887823 | 邬 0.0798880786148 | 芋 0.0803079050458 | 屎 0.0804271255232 | 痫 0.0805092761033 | 赝 0.0805713733269 | 陨 0.0808581266248 | 葩 0.0810205612241 | 丐 0.0811008342206 | 钛 0.0812490374278 | 掖 0.08137946345 | 芸 0.0814062839877 | 臧 0.0820897872033 | 疹 0.0822284763576 | 铄 0.082275653297 | 熹 0.0824686963061 | 笙 0.0826054445087 | 镍 0.0827229674119 | 鲥 0.0827491957573 | 嗅 0.0828365690643 | 潼 0.0829965435842 | 藩 0.0834394449054 | 蝗 0.0835379466166 | 厮 0.0837128230165 | 簧 0.0840046345595 | 喋 0.0844725482165 | 阖 0.0847499799155 | 楞 0.0848022763573 | 怅 0.0849797881825 | 黝 0.0851121796719 | 撩 0.0852003381516 | 蛀 0.0853514469505 | 剽 0.0857084483208 | 铧 0.0859263805086 | 耄 0.0859958664661 | 

微 : 摆 0.0257159647672 | 跟 0.0312871486653 | 奔 0.0322721227851 | 微 0.0371101936182 | 软 0.0376747228983 | 坐 0.0381890284604 | 邮 0.0430305477668 | 穿 0.0439819864961 | 硬 0.0455931233682 | 墨 0.0493999865012 | 浓 0.0497550619474 | 勤 0.0500509116129 | 混 0.0527332585865 | 零 0.053079903437 | 戏 0.0550621619514 | 凭 0.0588945146469 | 揭 0.0604241127898 | 俱 0.064130275606 | 杰 0.0648701610635 | 朋 0.0654215673412 | 畜 0.0655435871341 | 幸 0.0677654365254 | 宽 0.0680356786866 | 贝 0.0685217875738 | 灵 0.0701256708297 | 扣 0.0730306852754 | 寄 0.0741236853043 | 诸 0.074562970769 | 恢 0.0765036011832 | 冬 0.0775022954281 | 圣 0.0783068118774 | 净 0.0790091974292 | 汤 0.0796904067491 | 宗 0.0826772527499 | 庄 0.0832868492132 | 尊 0.0885091442925 | 翻 0.089156184148 | 哲 0.0901532661953 | 塑 0.0938207523878 | 拥 0.0979746498069 | 茶 0.0984936054796 | 迈 0.098912598411 | 浙 0.100756460574 | 邀 0.103030276626 | 赴 0.103216913966 | 曼 0.105626215639 | 避 0.106385870622 | 薄 0.106800485315 | 涉 0.110798575046 | 阵 0.112186118978 | 

蹁 : 馏 0.0198092900888 | 擘 0.0199287817327 | 蜷 0.0200315233552 | 诏 0.0200389616072 | 沏 0.0200415465821 | 奂 0.0200761882456 | 碣 0.0201026119754 | 洄 0.0201144310393 | 缳 0.020134505129 | 嗽 0.0201399756649 | 咭 0.0201430779942 | 杲 0.0202007070622 | 勰 0.020202915095 | 酪 0.0202431157108 | 腋 0.0202443377333 | 慵 0.0202456624307 | 渑 0.020250326612 | 碓 0.0202536565528 | 肽 0.0202557985106 | 憷 0.0203659096578 | 睢 0.0204067748736 | 泔 0.0204143153312 | 茭 0.0204189190048 | 鲢 0.0204222526927 | 珈 0.0204342206663 | 苕 0.0204449917328 | 蓿 0.0204529089298 | 麾 0.020472339661 | 阄 0.0204823419744 | 镉 0.0204873762005 | 啾 0.0205051258622 | 诽 0.0205475192335 | 骛 0.0205722532291 | 鲇 0.0205773278299 | 遛 0.020605546433 | 磙 0.0206068713406 | 筠 0.0206206642266 | 嗷 0.0206318178032 | 鹦 0.020635448224 | 鄄 0.0206365738401 | 橇 0.0206473142331 | 荚 0.0206662865084 | 蕃 0.0206686263609 | 躏 0.0206797774379 | 祜 0.0206817093609 | 孑 0.0206826326049 | 佯 0.0206884654157 | 勐 0.0206893211002 | 翊 0.0206937147615 | 琏 0.0206981442549 | 

状 : 曾 0.0385530792855 | 采 0.0457625723426 | 扩 0.046985652746 | 审 0.0479609530198 | 独 0.0514428744125 | 室 0.0581879317683 | 获 0.0582406612228 | 减 0.0616607006724 | 抓 0.0625028411037 | 压 0.0627718653401 | 扶 0.0641177205895 | 汽 0.0644725999051 | 课 0.0646560328066 | 八 0.0654161659785 | 救 0.0665908106574 | 找 0.0771595674672 | 足 0.0783804739404 | 伊 0.0821120849423 | 半 0.0832081455838 | 借 0.0832814136585 | 班 0.0839268811594 | 债 0.0858174622829 | 宝 0.087218208567 | 试 0.0882473618345 | 卫 0.0896312080754 | 兴 0.0906996021867 | 赞 0.0913529202983 | 留 0.0927434850045 | 税 0.0941687657342 | 铁 0.0968271867556 | 演 0.0974015233393 | 博 0.0987664919571 | 福 0.100541219249 | 胜 0.100785038931 | 补 0.101092414358 | 拥 0.103361533219 | 故 0.104066291428 | 挑 0.105130603451 | 讲 0.109336355269 | 继 0.111251241045 | 购 0.111857234478 | 驻 0.11217801191 | 阶 0.113381432797 | 送 0.114588250382 | 短 0.115668873859 | 升 0.115785043729 | 状 0.116905152248 | 欢 0.120563973224 | 兼 0.1209987858 | 脱 0.130726171437 | 

